,name,artist,album,genre,release_date,length,acousticness,danceability,instrumentalness,loudness,liveness,tempo,energy,speechiness,valence,time_signature,popularity,popularity_2
166,Feel This Moment (feat. Christina Aguilera),Pitbull,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/35gdQFFTdBiD35uiR6ngV8'}, 'href': 'https://api.spotify.com/v1/artists/35gdQFFTdBiD35uiR6ngV8', 'id': '35gdQFFTdBiD35uiR6ngV8', 'name': 'Jamela', 'type': 'artist', 'uri': 'spotify:artist:35gdQFFTdBiD35uiR6ngV8'}], 'available_markets': ['AD', 'AE', 'AL', 'AR', 'AT', 'AU', 'BA', 'BE', 'BG', 'BH', 'BO', 'BR', 'BY', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HR', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'KZ', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MK', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'RS', 'RU', 'SA', 'SE', 'SG', 'SI', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UA', 'US', 'UY', 'VN', 'XK', 'ZA'], 'external_urls': {'spotify': 'https://open.spotify.com/album/6y0IN0qqW3Q0BqgaYEneeg'}, 'href': 'https://api.spotify.com/v1/albums/6y0IN0qqW3Q0BqgaYEneeg', 'id': '6y0IN0qqW3Q0BqgaYEneeg', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27383cf67a8c46b49cb2119ea2a', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0283cf67a8c46b49cb2119ea2a', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485183cf67a8c46b49cb2119ea2a', 'width': 64}], 'name': 'Feel This Moment', 'release_date': '2013-06-04', 'release_date_precision': 'day', 'total_tracks': 12, 'type': 'album', 'uri': 'spotify:album:6y0IN0qqW3Q0BqgaYEneeg'}",dance pop,2013,230,0.0137,67,0.651,-4,34,136,76,16,54,4,70,1
167,Beneath Your Beautiful,Labrinth,,pop,2013,272,,56,,-6,10,84,52,4,23,,70,
168,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/72anORkQ1Vf7j1LedlMVHj'}, 'href': 'https://api.spotify.com/v1/artists/72anORkQ1Vf7j1LedlMVHj', 'id': '72anORkQ1Vf7j1LedlMVHj', 'name': 'Party Hit Kings', 'type': 'artist', 'uri': 'spotify:artist:72anORkQ1Vf7j1LedlMVHj'}], 'available_markets': ['AD', 'AE', 'AL', 'AR', 'AT', 'AU', 'BA', 'BE', 'BG', 'BH', 'BO', 'BR', 'BY', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HR', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'KZ', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'MK', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'RU', 'SA', 'SE', 'SG', 'SI', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UA', 'US', 'UY', 'VN', 'ZA'], 'external_urls': {'spotify': 'https://open.spotify.com/album/3W0MNd3YRBqQyq3TcQXAy8'}, 'href': 'https://api.spotify.com/v1/albums/3W0MNd3YRBqQyq3TcQXAy8', 'id': '3W0MNd3YRBqQyq3TcQXAy8', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273e5a6f8861827094a547569f1', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02e5a6f8861827094a547569f1', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851e5a6f8861827094a547569f1', 'width': 64}], 'name': 'Let Me Love You (Until You Learn to Love Yourself) [Tribute to Ne-Yo] - Single', 'release_date': '2012-08-29', 'release_date_precision': 'day', 'total_tracks': 1, 'type': 'album', 'uri': 'spotify:album:3W0MNd3YRBqQyq3TcQXAy8'}",dance pop,2013,252,0.098,66,0,-7,37,125,68,4,25,4,70,24
169,Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/5BcAKTbp20cv7tC5VqPFoC'}, 'href': 'https://api.spotify.com/v1/artists/5BcAKTbp20cv7tC5VqPFoC', 'id': '5BcAKTbp20cv7tC5VqPFoC', 'name': 'Macklemore & Ryan Lewis', 'type': 'artist', 'uri': 'spotify:artist:5BcAKTbp20cv7tC5VqPFoC'}], 'available_markets': ['AD', 'AE', 'AL', 'AR', 'AT', 'AU', 'BA', 'BE', 'BG', 'BH', 'BO', 'BR', 'BY', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HR', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'KZ', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MK', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'RS', 'RU', 'SA', 'SE', 'SG', 'SI', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UA', 'US', 'UY', 'VN', 'XK', 'ZA'], 'external_urls': {'spotify': 'https://open.spotify.com/album/6XO9dbsH9zhuQgFGH0hUrb'}, 'href': 'https://api.spotify.com/v1/albums/6XO9dbsH9zhuQgFGH0hUrb', 'id': '6XO9dbsH9zhuQgFGH0hUrb', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273162f60d1c6de9aa46b138399', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02162f60d1c6de9aa46b138399', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851162f60d1c6de9aa46b138399', 'width': 64}], 'name': 'The Heist', 'release_date': '2012-10-10', 'release_date_precision': 'day', 'total_tracks': 15, 'type': 'album', 'uri': 'spotify:album:6XO9dbsH9zhuQgFGH0hUrb'}",dance pop,2013,236,0.0619,78,0,-7,5,95,53,29,66,4,69,80
170,If I Lose Myself - Alesso vs OneRepublic,OneRepublic,,dance pop,2013,215,,52,,-6,14,126,75,4,16,,69,
171,The Way,Ariana Grande,,dance pop,2013,227,,65,,-3,8,82,88,11,86,,68,
172,Suit & Tie,Justin Timberlake,,dance pop,2013,326,,80,,-4,16,102,60,22,36,,68,
173,#thatPOWER,will.i.am,,dance pop,2013,280,,80,,-6,7,128,61,6,40,,68,
174,I Love It (feat. Charli XCX),Icona Pop,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/0funRLPi16euqOaGIN1uuB'}, 'href': 'https://api.spotify.com/v1/artists/0funRLPi16euqOaGIN1uuB', 'id': '0funRLPi16euqOaGIN1uuB', 'name': 'Sing Like The Famous!', 'type': 'artist', 'uri': 'spotify:artist:0funRLPi16euqOaGIN1uuB'}], 'available_markets': ['AD', 'AE', 'AL', 'AR', 'AT', 'AU', 'BA', 'BE', 'BG', 'BH', 'BO', 'BR', 'BY', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HR', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'KZ', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MK', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'RS', 'RU', 'SA', 'SE', 'SG', 'SI', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UA', 'US', 'UY', 'VN', 'XK', 'ZA'], 'external_urls': {'spotify': 'https://open.spotify.com/album/0FoNKU3Ax7lU2PxYurFzrg'}, 'href': 'https://api.spotify.com/v1/albums/0FoNKU3Ax7lU2PxYurFzrg', 'id': '0FoNKU3Ax7lU2PxYurFzrg', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273927a988adfdddffa54efc64d', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02927a988adfdddffa54efc64d', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851927a988adfdddffa54efc64d', 'width': 64}], 'name': 'I Love It (Instrumental Karaoke) [Originally Performed by Icona Pop Feat. Charli Xcx]', 'release_date': '2013-10-17', 'release_date_precision': 'day', 'total_tracks': 1, 'type': 'album', 'uri': 'spotify:album:0FoNKU3Ax7lU2PxYurFzrg'}",candy pop,2013,157,0.0271,71,0.941,-3,15,126,91,3,82,4,67,10
175,Play Hard (feat. Ne-Yo & Akon) - New Edit,David Guetta,,dance pop,2013,209,,72,,-3,66,130,87,4,68,,67,
176,Daylight,Maroon 5,,pop,2013,225,,66,,-5,26,120,67,3,37,,66,
177,Love Somebody,Maroon 5,,pop,2013,230,,68,,-6,12,120,78,4,40,,65,
178,A Little Party Never Killed Nobody (All We Got),Fergie,"{'album_type': 'compilation', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/54Ceyx69g2GrCzFIhZjLQf'}, 'href': 'https://api.spotify.com/v1/artists/54Ceyx69g2GrCzFIhZjLQf', 'id': '54Ceyx69g2GrCzFIhZjLQf', 'name': 'The Mega Giants', 'type': 'artist', 'uri': 'spotify:artist:54Ceyx69g2GrCzFIhZjLQf'}], 'available_markets': ['AD', 'AE', 'AL', 'AR', 'AT', 'AU', 'BA', 'BE', 'BG', 'BH', 'BO', 'BR', 'BY', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HR', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'KZ', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MK', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'RS', 'RU', 'SA', 'SE', 'SG', 'SI', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UA', 'US', 'UY', 'VN', 'XK', 'ZA'], 'external_urls': {'spotify': 'https://open.spotify.com/album/6yAPryx8K83XLo26CLuwnC'}, 'href': 'https://api.spotify.com/v1/albums/6yAPryx8K83XLo26CLuwnC', 'id': '6yAPryx8K83XLo26CLuwnC', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273d33a0916cdedd8aa20274442', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02d33a0916cdedd8aa20274442', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851d33a0916cdedd8aa20274442', 'width': 64}], 'name': 'Karaoke Hits 2014 - Awesome Charts Songs with Booom Booom Booom! (Best of 4 Singing, Performing & Party Play)', 'release_date': '2014-03-11', 'release_date_precision': 'day', 'total_tracks': 54, 'type': 'album', 'uri': 'spotify:album:6yAPryx8K83XLo26CLuwnC'}",dance pop,2013,241,0.0146,76,0.0706,-6,9,130,62,18,52,4,65,12
179,Move,Little Mix,,dance pop,2013,224,,85,,-5,55,121,74,9,77,,63,
180,Walks Like Rihanna,The Wanted,,boy band,2013,202,,56,,-3,10,126,82,6,43,,62,
181,Rock N Roll,Avril Lavigne,,canadian pop,2013,207,,47,,-3,34,184,96,13,67,,61,
182,Heartbreaker,Justin Bieber,,canadian pop,2013,263,,56,,-7,34,105,52,10,58,,61,
183,Mirrors - Radio Edit,Justin Timberlake,,dance pop,2013,277,,58,,-6,43,77,60,5,65,,60,
184,Next To Me,Emeli Sandé,,dance pop,2013,197,,67,,-5,11,95,80,4,35,,60,
185,Made In The USA,Demi Lovato,,dance pop,2013,196,,58,,-4,32,87,86,4,59,,60,
186,Clown,Emeli Sandé,,dance pop,2013,221,,45,,-8,11,130,23,4,23,,60,
187,Girl On Fire (feat. Nicki Minaj) - Inferno Version,Alicia Keys,,hip pop,2013,271,,55,,-6,15,93,81,31,34,,59,
188,TKO,Justin Timberlake,,dance pop,2013,424,,61,,-7,43,138,68,24,49,,58,
189,Come & Get It,Selena Gomez,,dance pop,2013,232,,55,,-4,10,80,79,5,58,,57,
190,Live It Up,Jennifer Lopez,,dance pop,2013,244,,69,,-5,33,128,73,17,65,,57,
191,We Own The Night,The Wanted,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/2NhdGz9EDv2FeUw6udu2g1'}, 'href': 'https://api.spotify.com/v1/artists/2NhdGz9EDv2FeUw6udu2g1', 'id': '2NhdGz9EDv2FeUw6udu2g1', 'name': 'The Wanted', 'type': 'artist', 'uri': 'spotify:artist:2NhdGz9EDv2FeUw6udu2g1'}], 'available_markets': ['CA', 'CR', 'MX', 'US'], 'external_urls': {'spotify': 'https://open.spotify.com/album/2wtNwzvBanX2qlunqJav1p'}, 'href': 'https://api.spotify.com/v1/albums/2wtNwzvBanX2qlunqJav1p', 'id': '2wtNwzvBanX2qlunqJav1p', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273c48eab18b07a4e6ca4d5e3e2', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02c48eab18b07a4e6ca4d5e3e2', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851c48eab18b07a4e6ca4d5e3e2', 'width': 64}], 'name': 'We Own The Night', 'release_date': '2013-01-01', 'release_date_precision': 'day', 'total_tracks': 9, 'type': 'album', 'uri': 'spotify:album:2wtNwzvBanX2qlunqJav1p'}",boy band,2013,206,0.0141,55,0.0083,-4,23,104,94,13,56,4,56,68
192,Atlas - From The Hunger Games: Catching Fire Soundtrack,Coldplay,,permanent wave,2013,236,,28,,-8,11,136,45,3,11,,55,
193,What About Love,Austin Mahone,,dance pop,2013,203,,63,,-7,4,100,78,4,28,,54,
194,Take Back the Night,Justin Timberlake,,dance pop,2013,353,,59,,-5,64,107,66,16,33,,54,
195,Applause,Lady Gaga,,dance pop,2013,212,,67,,-4,11,140,78,5,73,,52,
196,Anything Could Happen,Ellie Goulding,,dance pop,2013,286,,70,,-4,14,103,78,3,38,,52,
197,Finally Found You,Enrique Iglesias,,dance pop,2013,221,,62,,-5,35,128,88,10,66,,52,
198,Pom Poms,Jonas Brothers,,boy band,2013,198,,68,,-2,28,148,98,9,90,,52,
199,#Beautiful,Mariah Carey,,dance pop,2013,200,,68,,-5,31,107,76,4,45,,51,
200,How Ya Doin'? (feat. Missy Elliott),Little Mix,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/2qBDeSGXXtDWQ6MX9JksGj'}, 'href': 'https://api.spotify.com/v1/artists/2qBDeSGXXtDWQ6MX9JksGj', 'id': '2qBDeSGXXtDWQ6MX9JksGj', 'name': 'Wreck The Deck, Inc.', 'type': 'artist', 'uri': 'spotify:artist:2qBDeSGXXtDWQ6MX9JksGj'}], 'available_markets': ['AD', 'AE', 'AL', 'AR', 'AT', 'AU', 'BA', 'BE', 'BG', 'BH', 'BO', 'BR', 'BY', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HR', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'KZ', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MK', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'RS', 'RU', 'SA', 'SE', 'SG', 'SI', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UA', 'US', 'UY', 'VN', 'XK', 'ZA'], 'external_urls': {'spotify': 'https://open.spotify.com/album/2Nb42xuUpY1t1yxhSG94B7'}, 'href': 'https://api.spotify.com/v1/albums/2Nb42xuUpY1t1yxhSG94B7', 'id': '2Nb42xuUpY1t1yxhSG94B7', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2739fe5ceed3c123473f91b0608', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e029fe5ceed3c123473f91b0608', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048519fe5ceed3c123473f91b0608', 'width': 64}], 'name': 'Hip Hop Monster Hits - Karaoke Version', 'release_date': '2013-07-01', 'release_date_precision': 'day', 'total_tracks': 35, 'type': 'album', 'uri': 'spotify:album:2Nb42xuUpY1t1yxhSG94B7'}",dance pop,2013,211,0.00129,36,0.902,-3,37,201,95,48,51,4,50,4
201,Crazy Kids (feat. will.i.am),Kesha,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/6LqNN22kT3074XbTVUrhzX'}, 'href': 'https://api.spotify.com/v1/artists/6LqNN22kT3074XbTVUrhzX', 'id': '6LqNN22kT3074XbTVUrhzX', 'name': 'Kesha', 'type': 'artist', 'uri': 'spotify:artist:6LqNN22kT3074XbTVUrhzX'}], 'available_markets': ['AD', 'AE', 'AL', 'AR', 'AT', 'AU', 'BA', 'BE', 'BG', 'BH', 'BO', 'BR', 'BY', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HR', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'KZ', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MK', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'RS', 'RU', 'SA', 'SE', 'SG', 'SI', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UA', 'US', 'UY', 'VN', 'XK', 'ZA'], 'external_urls': {'spotify': 'https://open.spotify.com/album/35ksTShD0j69cOIb4AIBt5'}, 'href': 'https://api.spotify.com/v1/albums/35ksTShD0j69cOIb4AIBt5', 'id': '35ksTShD0j69cOIb4AIBt5', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27355d587d38dfcf4e86a5a6761', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0255d587d38dfcf4e86a5a6761', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485155d587d38dfcf4e86a5a6761', 'width': 64}], 'name': 'Crazy Kids', 'release_date': '2013-04-30', 'release_date_precision': 'day', 'total_tracks': 4, 'type': 'album', 'uri': 'spotify:album:35ksTShD0j69cOIb4AIBt5'}",dance pop,2013,229,0.0379,72,0.00011,-4,13,128,75,4,50,4,46,80
202,"Ooh La La (from ""The Smurfs 2"")",Britney Spears,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/26dSoYclwsYLMAKD3tpOr4'}, 'href': 'https://api.spotify.com/v1/artists/26dSoYclwsYLMAKD3tpOr4', 'id': '26dSoYclwsYLMAKD3tpOr4', 'name': 'Britney Spears', 'type': 'artist', 'uri': 'spotify:artist:26dSoYclwsYLMAKD3tpOr4'}], 'available_markets': ['AD', 'AE', 'AL', 'AR', 'AT', 'AU', 'BA', 'BE', 'BG', 'BH', 'BO', 'BR', 'BY', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GR', 'GT', 'HK', 'HN', 'HR', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'KZ', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MK', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'RS', 'RU', 'SA', 'SE', 'SG', 'SI', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UA', 'US', 'UY', 'VN', 'XK', 'ZA'], 'external_urls': {'spotify': 'https://open.spotify.com/album/7qMTrZjF1sh0rujrgczf8P'}, 'href': 'https://api.spotify.com/v1/albums/7qMTrZjF1sh0rujrgczf8P', 'id': '7qMTrZjF1sh0rujrgczf8P', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2738c0dad07746cf83fca8e81d5', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e028c0dad07746cf83fca8e81d5', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048518c0dad07746cf83fca8e81d5', 'width': 64}], 'name': 'Ooh La La (from ""The Smurfs 2"")', 'release_date': '2013-06-17', 'release_date_precision': 'day', 'total_tracks': 1, 'type': 'album', 'uri': 'spotify:album:7qMTrZjF1sh0rujrgczf8P'}",dance pop,2013,257,0.0165,69,6.98e-06,-5,11,128,57,5,73,4,45,81
203,People Like Us,Kelly Clarkson,,dance pop,2013,259,,60,,-5,36,128,79,4,61,,45,
204,Overdose,Ciara,,dance pop,2013,227,,77,,-6,6,107,70,3,79,,43,
205,Right Now - Dyro Radio Edit,Rihanna,,barbadian pop,2013,186,,53,,-6,24,130,74,4,45,,42,
206,Give It 2 U,Robin Thicke,,dance pop,2013,230,,67,,-4,16,127,83,7,58,,41,
207,Foolish Games,Jewel,,alaska indie,2013,250,,51,,-11,12,132,34,3,7,,36,
208,Outta Nowhere (feat. Danny Mercer),Pitbull,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/0funRLPi16euqOaGIN1uuB'}, 'href': 'https://api.spotify.com/v1/artists/0funRLPi16euqOaGIN1uuB', 'id': '0funRLPi16euqOaGIN1uuB', 'name': 'Sing Like The Famous!', 'type': 'artist', 'uri': 'spotify:artist:0funRLPi16euqOaGIN1uuB'}], 'available_markets': ['AD', 'AE', 'AL', 'AR', 'AT', 'AU', 'BA', 'BE', 'BG', 'BH', 'BO', 'BR', 'BY', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HR', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'KZ', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MK', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'RS', 'RU', 'SA', 'SE', 'SG', 'SI', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UA', 'US', 'UY', 'VN', 'XK', 'ZA'], 'external_urls': {'spotify': 'https://open.spotify.com/album/66Bmvfhw2bUiXzTgq4HdYP'}, 'href': 'https://api.spotify.com/v1/albums/66Bmvfhw2bUiXzTgq4HdYP', 'id': '66Bmvfhw2bUiXzTgq4HdYP', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2730a2d428b00bda18baa40cc82', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e020a2d428b00bda18baa40cc82', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048510a2d428b00bda18baa40cc82', 'width': 64}], 'name': 'Outta Nowhere (Instrumental Karaoke) [Originally Performed by Pitbull Feat. Danny Mercer]', 'release_date': '2013-10-17', 'release_date_precision': 'day', 'total_tracks': 1, 'type': 'album', 'uri': 'spotify:album:66Bmvfhw2bUiXzTgq4HdYP'}",dance pop,2013,207,0.0328,71,0.868,-4,21,95,84,3,66,4,35,10
209,Freak,Kelly Rowland,,atl hip hop,2013,274,,65,,-5,12,104,78,6,45,,28,
210,All of Me,John Legend,,neo mellow,2014,270,,42,,-7,13,120,26,3,33,,86,
211,Stay With Me,Sam Smith,,pop,2014,173,,42,,-6,11,84,42,4,18,,85,
212,Summer,Calvin Harris,,dance pop,2014,223,,60,,-4,14,128,86,3,74,,80,
